-0.12062,-0.12062
-0.11545,-0.11545
-0.1075,-0.1075
-0.10812,-0.10812
-0.094695,-0.094695
-0.10475,-0.10475
-0.10529,-0.10529
-0.10995,-0.10995
-0.1223,-0.1223
-0.14471,-0.14471
-0.16401,-0.16401
-0.17929,-0.17929
-0.17758,-0.17758
-0.18615,-0.18615
-0.19352,-0.19352
-0.22477,-0.22477
-0.24108,-0.24108
-0.25062,-0.25062
-0.25004,-0.25004
-0.24467,-0.24467
-0.24591,-0.24591
-0.24275,-0.24275
-0.22588,-0.22588
-0.21308,-0.21308
-0.19588,-0.19588
-0.19117,-0.19117
-0.18107,-0.18107
-0.18433,-0.18433
-0.16335,-0.16335
-0.16626,-0.16626
-0.15466,-0.15466
-0.16217,-0.16217
-0.15471,-0.15471
-0.17156,-0.17156
-0.16184,-0.16184
-0.17575,-0.17575
-0.16858,-0.16858
-0.16708,-0.16708
-0.16131,-0.16131
-0.17097,-0.17097
-0.17027,-0.17027
-0.17103,-0.17103
-0.16457,-0.16457
-0.14626,-0.14626
-0.15421,-0.15421
-0.1457,-0.1457
-0.15873,-0.15873
-0.15452,-0.15452
-0.16356,-0.16356
-0.16283,-0.16283
-0.17817,-0.17817
-0.17627,-0.17627
-0.18571,-0.18571
-0.16784,-0.16784
-0.16424,-0.16424
-0.15283,-0.15283
-0.16728,-0.16728
-0.16307,-0.16307
-0.17449,-0.17449
-0.15897,-0.15897
-0.16947,-0.16947
-0.15384,-0.15384
-0.17445,-0.17445
-0.17532,-0.17532
-0.20643,-0.20643
-0.19553,-0.19553
-0.2035,-0.2035
-0.18394,-0.18394
-0.19379,-0.19379
-0.18162,-0.18162
-0.17312,-0.17312
-0.15271,-0.15271
-0.15269,-0.15269
-0.15271,-0.15271
-0.16462,-0.16462
-0.16627,-0.16627
-0.16491,-0.16491
-0.17073,-0.17073
-0.16651,-0.16651
-0.17523,-0.17523
-0.17095,-0.17095
-0.1697,-0.1697
-0.16273,-0.16273
-0.16602,-0.16602
-0.15795,-0.15795
-0.1566,-0.1566
-0.1432,-0.1432
-0.14483,-0.14483
-0.13087,-0.13087
-0.13685,-0.13685
-0.13124,-0.13124
-0.14456,-0.14456
-0.13531,-0.13531
-0.15116,-0.15116
-0.14395,-0.14395
-0.15174,-0.15174
-0.15409,-0.15409
-0.16311,-0.16311
-0.15879,-0.15879
-0.16265,-0.16265
-0.15603,-0.15603
-0.15839,-0.15839
-0.15267,-0.15267
-0.14469,-0.14469
-0.1439,-0.1439
-0.13726,-0.13726
-0.13644,-0.13644
-0.13945,-0.13945
-0.13983,-0.13983
-0.136,-0.136
-0.139,-0.139
-0.13766,-0.13766
-0.14499,-0.14499
-0.1478,-0.1478
-0.16107,-0.16107
-0.16547,-0.16547
-0.17414,-0.17414
-0.16679,-0.16679
-0.17758,-0.17758
-0.1765,-0.1765
-0.17789,-0.17789
-0.18019,-0.18019
-0.17206,-0.17206
-0.16335,-0.16335
-0.16395,-0.16395
-0.17681,-0.17681
-0.17741,-0.17741
-0.18143,-0.18143
-0.18488,-0.18488
-0.19133,-0.19133
-0.19323,-0.19323
-0.19542,-0.19542
-0.20201,-0.20201
-0.20812,-0.20812
-0.2226,-0.2226
-0.21957,-0.21957
-0.21655,-0.21655
-0.20585,-0.20585
-0.21427,-0.21427
-0.21431,-0.21431
-0.23466,-0.23466
-0.23881,-0.23881
-0.25724,-0.25724
-0.26109,-0.26109
-0.29426,-0.29426
-0.30424,-0.30424
-0.322,-0.322
-0.34255,-0.34255
-0.35443,-0.35443
-0.36486,-0.36486
-0.38121,-0.38121
-0.40315,-0.40315
-0.4107,-0.4107
-0.41829,-0.41829
-0.42191,-0.42191
-0.43167,-0.43167
-0.43305,-0.43305
-0.45293,-0.45293
-0.45267,-0.45267
-0.47831,-0.47831
-0.48949,-0.48949
-0.50876,-0.50876
-0.51541,-0.51541
-0.53514,-0.53514
-0.54455,-0.54455
-0.55219,-0.55219
-0.55868,-0.55868
-0.57168,-0.57168
-0.57519,-0.57519
-0.58934,-0.58934
-0.59508,-0.59508
-0.59504,-0.59504
-0.60691,-0.60691
-0.58973,-0.58973
-0.60901,-0.60901
-0.5986,-0.5986
-0.63128,-0.63128
-0.6236,-0.6236
-0.63345,-0.63345
-0.62766,-0.62766
-0.63304,-0.63304
-0.62551,-0.62551
-0.62804,-0.62804
-0.62678,-0.62678
-0.63586,-0.63586
-0.64535,-0.64535
-0.62969,-0.62969
-0.65072,-0.65072
-0.63256,-0.63256
-0.6607,-0.6607
-0.64815,-0.64815
-0.66103,-0.66103
-0.65698,-0.65698
-0.66688,-0.66688
-0.68308,-0.68308
-0.67312,-0.67312
-0.67661,-0.67661
-0.65189,-0.65189
-0.65376,-0.65376
-0.63329,-0.63329
-0.65029,-0.65029
-0.64903,-0.64903
-0.67126,-0.67126
-0.66762,-0.66762
-0.67992,-0.67992
-0.67488,-0.67488
-0.6677,-0.6677
-0.68069,-0.68069
-0.65843,-0.65843
-0.66792,-0.66792
-0.63404,-0.63404
-0.6455,-0.6455
-0.62483,-0.62483
-0.61299,-0.61299
-0.59616,-0.59616
-0.57343,-0.57343
-0.57725,-0.57725
-0.55778,-0.55778
-0.57751,-0.57751
